0, 0, Header, 1, 2, 480
1, 0, Start_track
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Tempo, 500000
1, 0, Title_t, ""
1, 104484, End_track
2, 0, Start_track
2, 0, Title_t, ""
2, 0, Program_c, 0, 4
2, 1783, Note_on_c, 0, 75, 64
2, 1783, Note_on_c, 0, 48, 84
2, 1794, Note_on_c, 0, 51, 88
2, 2899, Note_off_c, 0, 75, 0
2, 3155, Note_off_c, 0, 48, 0
2, 3155, Note_on_c, 0, 75, 53
2, 3155, Note_on_c, 0, 60, 48
2, 3155, Note_on_c, 0, 48, 77
2, 3245, Note_on_c, 0, 67, 42
2, 3422, Note_off_c, 0, 60, 0
2, 3423, Note_off_c, 0, 67, 0
2, 3601, Note_on_c, 0, 67, 43
2, 3757, Note_off_c, 0, 75, 0
2, 4003, Note_off_c, 0, 67, 0
2, 4316, Note_on_c, 0, 67, 42
2, 4572, Note_on_c, 0, 75, 43
2, 4684, Note_off_c, 0, 67, 0
2, 4717, Note_off_c, 0, 75, 0
2, 5140, Note_off_c, 0, 51, 0
2, 5240, Note_off_c, 0, 48, 0
2, 5241, Note_on_c, 0, 48, 102
2, 5811, Note_off_c, 0, 48, 0
2, 5811, Note_on_c, 0, 48, 96
2, 6390, Note_on_c, 0, 44, 81
2, 6402, Note_off_c, 0, 48, 0
2, 6669, Note_on_c, 0, 80, 94
2, 6914, Note_off_c, 0, 44, 0
2, 6959, Note_off_c, 0, 80, 0
2, 6959, Note_on_c, 0, 79, 91
2, 7103, Note_on_c, 0, 75, 91
2, 7238, Note_off_c, 0, 79, 0
2, 7248, Note_on_c, 0, 43, 90
2, 7337, Note_off_c, 0, 75, 0
2, 7382, Note_on_c, 0, 77, 76
2, 7640, Note_off_c, 0, 77, 0
2, 7673, Note_on_c, 0, 75, 97
2, 7684, Note_off_c, 0, 43, 0
2, 7974, Note_off_c, 0, 75, 0
2, 7974, Note_on_c, 0, 75, 100
2, 8108, Note_off_c, 0, 75, 0
2, 8108, Note_on_c, 0, 74, 74
2, 8119, Note_on_c, 0, 43, 84
2, 8375, Note_off_c, 0, 74, 0
2, 8398, Note_on_c, 0, 75, 78
2, 8687, Note_on_c, 0, 48, 84
2, 8755, Note_off_c, 0, 75, 0
2, 8866, Note_off_c, 0, 43, 0
2, 8966, Note_on_c, 0, 80, 89
2, 9211, Note_off_c, 0, 48, 0
2, 9267, Note_off_c, 0, 80, 0
2, 9267, Note_on_c, 0, 79, 90
2, 9412, Note_on_c, 0, 75, 92
2, 9536, Note_off_c, 0, 79, 0
2, 9547, Note_on_c, 0, 51, 86
2, 9647, Note_off_c, 0, 75, 0
2, 9692, Note_on_c, 0, 77, 91
2, 9971, Note_off_c, 0, 51, 0
2, 9971, Note_off_c, 0, 77, 0
2, 9981, Note_on_c, 0, 75, 100
2, 10271, Note_off_c, 0, 75, 0
2, 10271, Note_on_c, 0, 75, 92
2, 10416, Note_on_c, 0, 70, 53
2, 10427, Note_on_c, 0, 51, 84
2, 10472, Note_off_c, 0, 75, 0
2, 10962, Note_off_c, 0, 70, 0
2, 10996, Note_on_c, 0, 44, 81
2, 11151, Note_off_c, 0, 51, 0
2, 11285, Note_on_c, 0, 80, 95
2, 11510, Note_off_c, 0, 44, 0
2, 11565, Note_off_c, 0, 80, 0
2, 11565, Note_on_c, 0, 79, 90
2, 11710, Note_on_c, 0, 75, 91
2, 11832, Note_off_c, 0, 79, 0
2, 11855, Note_on_c, 0, 43, 90
2, 11933, Note_off_c, 0, 75, 0
2, 11989, Note_on_c, 0, 77, 76
2, 12256, Note_off_c, 0, 77, 0
2, 12279, Note_on_c, 0, 75, 97
2, 12301, Note_off_c, 0, 43, 0
2, 12568, Note_on_c, 0, 75, 103
2, 12569, Note_off_c, 0, 75, 0
2, 12724, Note_off_c, 0, 75, 0
2, 12725, Note_on_c, 0, 74, 76
2, 12725, Note_on_c, 0, 43, 83
2, 12736, Note_on_c, 0, 55, 38
2, 12892, Note_off_c, 0, 55, 0
2, 12992, Note_off_c, 0, 74, 0
2, 13014, Note_on_c, 0, 75, 88
2, 13293, Note_off_c, 0, 75, 0
2, 13293, Note_on_c, 0, 74, 94
2, 13304, Note_on_c, 0, 48, 85
2, 13439, Note_off_c, 0, 74, 0
2, 13439, Note_on_c, 0, 75, 95
2, 13484, Note_off_c, 0, 43, 0
2, 13584, Note_off_c, 0, 75, 0
2, 13584, Note_on_c, 0, 75, 101
2, 13706, Note_off_c, 0, 48, 0
2, 13718, Note_off_c, 0, 75, 0
2, 13718, Note_on_c, 0, 74, 104
2, 13863, Note_off_c, 0, 74, 0
2, 13863, Note_on_c, 0, 75, 102
2, 14007, Note_on_c, 0, 75, 104
2, 14008, Note_off_c, 0, 75, 0
2, 14152, Note_off_c, 0, 75, 0
2, 14152, Note_on_c, 0, 74, 91
2, 14175, Note_on_c, 0, 51, 77
2, 14308, Note_off_c, 0, 74, 0
2, 14308, Note_on_c, 0, 75, 99
2, 14453, Note_off_c, 0, 75, 0
2, 14453, Note_on_c, 0, 75, 103
2, 14576, Note_off_c, 0, 51, 0
2, 14587, Note_off_c, 0, 75, 0
2, 14587, Note_on_c, 0, 74, 100
2, 14743, Note_off_c, 0, 74, 0
2, 14743, Note_on_c, 0, 75, 98
2, 15022, Note_on_c, 0, 77, 85
2, 15033, Note_on_c, 0, 70, 47
2, 15033, Note_on_c, 0, 51, 82
2, 15044, Note_off_c, 0, 75, 0
2, 15302, Note_off_c, 0, 77, 0
2, 15302, Note_on_c, 0, 75, 97
2, 15369, Note_off_c, 0, 70, 0
2, 15580, Note_on_c, 0, 77, 83
2, 15591, Note_on_c, 0, 44, 89
2, 15592, Note_off_c, 0, 75, 0
2, 15692, Note_off_c, 0, 51, 0
2, 15736, Note_on_c, 0, 75, 76
2, 15769, Note_off_c, 0, 77, 0
2, 16037, Note_off_c, 0, 44, 0
